job_posting_date,job_position,company_name,job_location,job_id,job_link,description,company_profile,enhanced_period_contract,enhanced_location,enhanced_type,enhanced_hours_per_week,enhanced_languages,enhanced_tools,enhanced_tech_skill,enhanced_contact,natural_languages,programming_languages
2025-10-02,Java Developer,Akkodis,"Gemeente Hengelo, Overijssel, Netherlands",4307245108,https://nl.linkedin.com/jobs/view/java-developer-at-akkodis-4307245108?position=8&pageNum=2&refId=yOr%2FRBhBpYjaYFMWXfFgqw%3D%3D&trackingId=7bKsg3Vwlcaue5iLYc5MfA%3D%3D,"We are looking for an experienced Java Developer to join Akkodis team in Hengelo, the Netherlands. Akkodis is a global leader in the engineering and R&D consulting market - we bring digital and engineering solutions together, creating a smarter future for everyone. Akkodis' 50,000+ engineers and digital experts are spread among 30 global locations. Our success (€4 billion annual revenue) is built upon extensive cross-industry experience of more than 38 years.In fast changing markets, customers worldwide rely on Thales. Thales is a business where brilliant people from all over the world come together to share ideas and inspire each other. In aerospace, transportation, defence, security and space, our Consultants design innovative solutions that make our tomorrow's possible.NOTE: Due to the scope of the role, we can only consider applicants who are citizens of EU or NATO member countries.Description of tasksMission-Critical Software DevelopmentBuild and maintain Java applications for Combat Management Systems (CMS), radar control, sensor processing, and/or Maritime Security OperationsFull-Stack & UI WorkDevelop GUI components using Java, often including OpenGL-based visualization for radar or sensor data.Occasionally integrate with web UIs or backend services using frameworks like Spring Boot.Employ modern development pipelines using tools like Jenkins, Maven/Gradle, Nexus, and Git/Bitbucket/SVNWork closely with Test Engineers and contribute to building automated unit/integration tests (JUnit, Cucumber, Selenium)Build and maintain simulators and validation tools critical for Thales its software solutionsCollaborate in Agile/Scrum teams with multidisciplinary experts (system engineers, domain specialists) from requirements to the delivery of demo’s. This includes engaging regularly in daily stand-ups, code reviews, and sprint planning/retrospectives.Contribute to system design and architecture, especially within domains like naval CMS or radar where systems must integrate smoothly with sensors and weaponsSupport with Quality & ValidationSupport system validation, demonstration, and deployment readiness, ensuring software performs under real-world mission constraints.Collaborate with QA, DevOps, and System Engineers to maintain mission assurance quality.Ensure code meets high standards of reliability and performance, since it supports real-time decision-making in defense scenarios.Our software is primarily built in Java and developed within a modern engineering environment. As part of the team, you will work with tools and practices such as:Java software developmentYocto – For embedded Linux development.Helm – For Kubernetes deployment management.Ansible / Terraform – For infrastructure automationShell scripting for automation in mostly linux environmentsLinux-based systems (often Red Hat).CI/CD pipelines using JenkinsNexus, Maven/Gradle, Git, BitbucketUnit Testing & Test Automation (e.g., JUnit, Cucumber) We are in search for a colleague who:Holds a Bachelor's or Master’s degree in Software Engineering, Computer Science, or a related fieldBrings 5+ years of hands-on experience in a professional software development environmentHas strong proficiency in Java, and a solid grasp of object-oriented programming, software design, and modern development principlesExperience in C++ is desired as this is deeply embedded in Thales’ software development. Knowledge about the Boost, STL, multithreading is very welcome as this is used within Thales for advanced C++ development.Is passionate about wanting to contribute to a safe and secure society.Can communicate really well with colleagues, is creative, open, flexible, and has a learning mindset.About the teamIn your role you will become part of a multidisciplinary Agile/Scrum team with typically 7 to 9 members including Developers, a Product Owner, Scrum Master, Architect, and Tester. These teams are responsible for the full product cycle: from requirements gathering and design. In your role as java developer you will cross paths regularly with these team members during stand ups, sprint plannings, sprint reviews, demos and retrospectives.Please send your CV to recruitmentaerospace@akkodisgroup.com",https://www.linkedin.com/company/akkodis?trk=public_jobs_jserp-result_job-search-card-subtitle,,gemeente hengelo,nan,nan,nan,,nan,,,
2025-09-15,Java Software Engineer,DHL eCommerce Nederland,"Utrecht, Utrecht, Netherlands",4300862892,https://nl.linkedin.com/jobs/view/java-software-engineer-at-dhl-ecommerce-nederland-4300862892?position=9&pageNum=2&refId=yOr%2FRBhBpYjaYFMWXfFgqw%3D%3D&trackingId=YHo7fjtip1m059UY2hEDQg%3D%3D,"Iets moois van A naar B brengen, daar draait álles om bij DHL eCommerce. Als Java/ Kotlin developer breng je de digitale wereld tot leven bij een wereldmerk. Jouw vernieuwende software bereikt dagelijks miljoenen gebruikers. Dat vraagt om doorzettingsvermogen en de drive om continu te blijven groeien. Software engineer, dit is jouw baan bij DHL.Dit ga je doen Ontwikkel mee aan oplossingen voor team Inventory Repair Solutions. Met gebruik van technieken als machine learning, AI en OCR helpen we onze kwaliteitsmedewerkers om stilstaande pakketten weer op weg te helpen. Ook adviseren wij de rest van onze operationele systemen over de wenselijke route van een pakket. In deze nieuwe applicatie zit een oneindig potentieel om een significante impact te maken binnen een netwerk waar dagelijks miljoenen pakketten worden verwerkt. Wij werken volgens de principes van agile development binnen de totale business aan uiteenlopende projecten. You build it, you run it, you own it!Jij bent minstens 32 uur per week bezig met het:• bedenken van oplossingen. Wij hebben een doel en jij maakt de weg ernaartoe.• samenwerken in teams, waarbij jullie samen de beste resultaten neerzetten.• werken in sprints van 2 weken. 10% van de tijd zit je in overleg en 90% is gericht op programmeren.Jouw nieuwe werkplekJe komt te werken op het hoofdkantoor van DHL eCommerce in Utrecht. Als Java developer werk je samen met andere developers en een product owner in één van de scrum teams. Naast je directe collega’s heb je ook contact over de teams en afdelingen heen en bestaat de afdeling Digital en IT inmiddels uit 250 collega’s.In ieder geval, waar je ook werkt: we luisteren áltijd naar wat je te zeggen hebt. Hoe meer perspectieven en meningen we horen, hoe beter we daar allemaal van worden. Zo hebben we als organisatie dit jaar het certificaat Great Place to Work gekregen. Deze certificering is 100% gebaseerd op feedback van medewerkers.Dit ben jijMeebouwen aan de toekomst van bezorgen, dat geeft je energie. Telkens wanneer jij een DHL bus voorbij ziet komen, krijg je een trots gevoel. Terecht! Want jij ontwikkelt het. Je bent een doorzetter die het liefst werkt in teamverband. Bij DHL werk je met de modernste technieken aan grote en schaalbare platformen. Een taal die jij spreekt als geen ander.Verder heb je: · Minimaal HBO of WO werk- en denkvermogen;· Ruime ervaring in Java development· Bekend met de principes achter Docker, GIT en Kubernetes· De wil en nieuwsgierigheid om te gaan werken met event-driven architecture· Ervaring met Kafka· Ervaring met cloud based solutions zoals AzureDit krijg jijEen baan om trots op te zijn! En niet zomaar een baan, wij gebruiken liever het woord carrière. Als Java developer wil jij je namelijk blijven ontwikkelen!Voor de Senior Java developer kan jij rekenen op:Een salaris tussen € 5.000,- en € 6.500,- bruto op basis van 40 uur, gebaseerd op je kennis en ervaring;Een bonusregeling van 10%;Standaard 23 vakantiedagen en 8% vakantiegeld;Cao a la carte, een budget naar keuze voor extra salaris of vakantiedagen (4,5 dagen per jaar);Leaseauto of mobiliteitsvergoeding;Pensioenregeling;De mogelijkheid om hybride te werken;Vanaf dag één uitgebreide opleidings- en trainingsmogelijkheden;Kansen en mogelijkheden voor ontwikkeling en doorgroei, zowel nationaal- als internationaal!De toekomst van bezorgen is geel-rood DHL eCommerce is het meest toonaangevende logistiek bedrijf ter wereld. Dat klinkt misschien opschepperig, maar zo bedoelen we het niet: we zien het namelijk niet als een verdienste, maar als een verantwoordelijkheid.Dankzij onze positie kunnen we het verschil maken voor onze mensen, het milieu en de maatschappij. En dat blijkt: we zijn een Great Place to Work, hebben de groenste duurzaamheidsplannen in de logistiek en helpen via DHL Cares ontzettend veel mensen die dat hard kunnen gebruiken – daar zijn we trots op!Solliciteren?We ontvangen graag je cv en motivatiebrief. Heb je naar aanleiding van de vacature nog vragen? Neem contact op met Aard Knol, recruitment, via aard.knol@dhl.com of tel. 06-13448889.VOG-screening en toetsing aan sanctielijsten en het interne en externe waarschuwingsregister (WLS) maken (mogelijk) deel uit van de sollicitatieprocedure.",https://nl.linkedin.com/company/dhlecommercenederland?trk=public_jobs_jserp-result_job-search-card-subtitle,,utrecht,hybrid,minstens 32 uur,"Java, Kotlin","docker, git, kubernetes, kafka, azure","machine learning, AI, OCR, event-driven architecture",,,java
2025-10-15,Senior Full-Stack Developer (Back-End oriented),Miratech,Drecht Cities,4315130889,https://nl.linkedin.com/jobs/view/senior-full-stack-developer-back-end-oriented-at-miratech-4315130889?position=10&pageNum=2&refId=yOr%2FRBhBpYjaYFMWXfFgqw%3D%3D&trackingId=AWHfe03u2CO%2FGlkt4woHmQ%3D%3D,"Company DescriptionMiratech helps visionaries change the world. We are a global IT services and consulting company that brings together enterprise and start-up innovation. Today, we support digital transformation for some of the world's largest enterprises. By partnering with both large and small players, we stay at the leading edge of technology, remain nimble even as a global leader, and create technology that helps our clients further enhance their business. We are a valuesdriven organization and our culture of Relentless Performance has enabled over 99% of Miratech's engagements to succeed by meeting or exceeding our scope, schedule, and/or budget objectives since our inception in 1989.Miratech has coverage across 5 continents and operates in 25 countries around the world. Miratech retains nearly 1000 full-time professionals, and our annual growth rate exceeds 25%.Job DescriptionWe are seeking a talented Senior Full Stack Developer to join our team and play a key role in developing and maintaining customer Salesforce integrations. In this role, you will support customers' existing codebase, resolve bugs, and implement new features to ensure compatibility with the latest CRM CTI APIs.Responsibilities:Support, maintain, and enhance the existing CRM Adapter codebase. Troubleshoot and fix issues in the CRM Adapter. Develop new features to support the latest CRM adapter. Ensure high-quality code that is well-documented, maintainable, and testable. Collaborate with cross-functional teams (CRM developers, product managers, and QA). Qualifications5+ years of professional experience developing applications using React, Javascript and Typescript. Experienced in using WebSockets. Strong expertise in web development technologies, including HTML, CSS, and modern front-end frameworks. Expertise in server-side technologies and Non-relational databases (NoSQL). Experience working with cloud platforms such as GCP or AWS. Proficient in API development and system integrations. Hands-on experience with Kubernetes for container orchestration. Ability to work both independently and collaboratively within a team. Strong dedication to delivering high-quality code and solutions on time and within scope. Nice to have:Experience with Java and the Spring Boot framework. Experience with ServiceNow. We offer:Culture of Relentless Performance: join an unstoppable technology development team with a 99% project success rate and more than 30% year-over-year revenue growth. Competitive Pay and Benefits: enjoy a comprehensive compensation and benefits package, including health insurance, and a relocation program. Work From Anywhere Culture: make the most of the flexibility that comes with remote work. Growth Mindset: reap the benefits of a range of professional development opportunities, including certification programs, mentorship and talent investment programs, internal mobility and internship opportunities. Global Impact: collaborate on impactful projects for top global clients and shape the future of industries. Welcoming Multicultural Environment: be a part of a dynamic, global team and thrive in an inclusive and supportive work environment with open communication and regular team-building company social events. Social Sustainability Values: join our sustainable business practices focused on five pillars, including IT education, community empowerment, fair operating practices, environmental sustainability, and gender equality.  Miratech is an equal opportunity employer and does not discriminate against any employee or applicant for employment on the basis of race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, gender identity, or any other protected status under applicable law.",https://www.linkedin.com/company/miratech?trk=public_jobs_jserp-result_job-search-card-subtitle,,drecht cities,remote,not specified,"React, Javascript, Typescript, Java","websockets, html, css, kubernetes","Non-relational databases (NoSQL), cloud platforms (GCP or AWS), API development, system integrations, Spring Boot framework, ServiceNow",,,"javascript, typescript, java"
2025-10-03,Senior Java Spring Boot Backend Developer,Interactivated Solutions,Netherlands,4307294465,https://nl.linkedin.com/jobs/view/senior-java-spring-boot-backend-developer-at-interactivated-solutions-4307294465?position=1&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=pzS3mf2YC2THEnATvm3piA%3D%3D,"We're looking for two Senior Backend Developers to join us at Interactivated Solutions and to become team members at an exciting healthcare project for one of our US clients. We specialize in IT Services and consulting, focusing on building innovative and reliable software solutions.If you're experienced with Java Spring Boot and PostgreSQL and enjoy working in a collaborative, straightforward environment, we’d like to hear from you!Join us and help turn practical ideas into tangible results.Experience in high-traffic, bespoke, enterprise environments is a huge PLUS.TasksDevelop and maintain web applications using Java Spring Boot and Groovy, ensuring robust and scalable backend solutions.Collaborate with cross-functional teams to define, design, and ship new features, while also troubleshooting and resolving software issues.Manage database operations and optimize queries in PostgreSQL to ensure high performance and data integrity.Stay updated with emerging technologies and apply them into operations and activities, contributing to the continuous improvement of our development processes.RequirementsSolid experience with Java Spring BootProficient in PostgreSQL for database management and optimization.Strong understanding of software development best practices and agile methodologies.Excellent problem-solving skills and ability to work collaboratively in a team environment.English proficiency at B2/C1 level (Upper-Intermediate to Advanced) — ability to communicate effectively with international teams and clients.A recent photograph must be included in your CV for your application to be processed.Experience with modern AI tools is a great plus (e.g. Cursor, Windsurf, Jules, Codex, CoPilot, CodeWhisperer)BenefitsFlexible work hoursRemote work optionCompetitive compensationClear and engaging career progression pathsA vibrant and supportive team cultureDo you feel this could be the perfect match for you as an experienced Java Springboot developer? Then reach out now and plan an interview with our team today!",https://www.linkedin.com/company/interactivated-solutions?trk=public_jobs_jserp-result_job-search-card-subtitle,,us,hybrid,,English,"java spring boot, postgresql, groovy",AI tools,,english,
2025-09-18,Senior Full Stack Developer,BetterBe,"Enschede, Overijssel, Netherlands",4302532043,https://nl.linkedin.com/jobs/view/senior-full-stack-developer-at-betterbe-4302532043?position=3&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=%2FdfYbN9LQ25mrPV74%2BfJ3w%3D%3D,"We are dedicated to transforming the automotive leasing sector through our innovative API-based SaaS solutions, and we require an individual like you to assist us in developing and improving these exciting products.As a Senior Full Stack Developer, you will have the exceptional opportunity to engage in both the front-end and back-end development of our applications, designing user-friendly interfaces while ensuring optimal performance behind the scenes. If you are someone who values collaboration, enjoys solving challenges, and thrives in a dynamic work environment, we would be delighted to have you on our journey to empower multinational clients to envision greater possibilities and respond more swiftly!Your Key ResponsibilitiesDesign and develop engaging, responsive front-end interfaces utilizing contemporary frameworks such as ReactConstruct and uphold robust server-side applications with a strong emphasis on scalability and performanceCollaborate with designers and product managers to guarantee a consistent user experience across all platformsIntegrate and optimize RESTful APIs and third-party services to provide a seamless user experienceEngage in code reviews, offer constructive criticism, and foster knowledge sharing within the teamRemain informed about the latest industry trends and best practices to continuously improve our productsRequirementsA Bachelor's degree in Computer Science, Software Engineering, or a related field, showcasing a solid foundation in the core principles of technology and software developmentA proven track record of experience with front-end technologies, including but not limited to HTML, CSS, and JavaScript, as well as decent knowledge with modern frameworks such as React, Vue.js, or Angular that facilitate dynamic and responsive web applicationsDemonstrated proficiency in Java and the Spring framework, reflecting a well-rounded capability to manage server-side logic and database integrationAn understanding of various database technologies is essential, including MySQL, MongoDB, or PostgreSQL, allowing for the effective design and management of data storage and retrieval systemsA solid grasp of version control systems, particularly Git, which is crucial for maintaining code integrity and facilitating teamwork through collaborative development processesExceptional problem-solving skills accompanied by a positive attitude towards collaboration, fostering an environment where ideas are shared, challenges are approached constructively, and innovative solutions are developedStrong communication skills are vital, along with a willingness to learn and adapt within a team setting, as these attributes enhance the ability to work effectively with colleagues and stakeholders, driving project success and personal growthBenefitsAt our company, we believe in rewarding our employees and fostering an environment that promotes growth and well-being. Here are some of the key benefits you can expect when you join our team:A one-year contract with the potential for a permanent position, contingent upon your performance and contribution to the team, ensuring job security as you grow with usA competitive gross monthly salary that is commensurate with your education and experience, reflecting our commitment to recognizing and valuing the skills you bring to the organizationAn attractive performance- and profit-based bonus structure that incentivizes high performance and aligns your efforts with our company's success, allowing you to benefit directly from your contributionsNumerous opportunities for personal development, including access to training programs, workshops, and ongoing professional education to help you enhance your skills and advance your careerA warm and pleasant work atmosphere that encourages camaraderie among colleagues, featuring social activities such as weekly drinks, an annual BBQ complemented by a fun car rally, and designated meet & lunch areas to foster connection and collaborationFlexible working hours that allow you to manage your time effectively, along with the option to work partly from home, promoting a healthy work-life balance and accommodating your individual needs",https://nl.linkedin.com/company/better-be?trk=public_jobs_jserp-result_job-search-card-subtitle,,enschede,hybrid,not specified,"HTML, CSS, JavaScript, Java","react, vue.js, angular, spring framework, mysql, mongodb, postgresql, git","front-end development, back-end development, RESTful APIs, database integration, version control systems",,,"javascript, java"
2025-10-14,"Java Engineer - Rotterdam, Nederland (H/F)",Astek,"Rotterdam, South Holland, Netherlands",4274636770,https://nl.linkedin.com/jobs/view/java-engineer-rotterdam-nederland-h-f-at-astek-4274636770?position=4&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=EgJgO2hQ%2BV84%2BBaN4wfluQ%3D%3D,"Dit ga je doenIn deze rol als Java Developer ben je verantwoordelijk voor de volledige ontwikkelcyclus van Java-applicaties op ondernemingsniveau. Je werkt samen met het team van ervaren ontwikkelaars en engineers van onze klant om complexe eisen te vertalen naar elegante en innovatieve oplossingen.Dit breng je meeJe speelt een belangrijke rol in het gehele ontwikkelproces, van het definiëren van technische oplossingen tot het opleveren van kwalitatief hoogwaardige oplossingen. Minimaal 5 jaar ervaring met Java, Unit testing en codekwaliteit Ervaring met minimaal Java 11 en bij voorkeur Java 17 of 21 Bewezen ervaring met het bouwen en optimaliseren van API's in veeleisende omgevingen met hoge belasting Ervaring met Agile/Scrum methodiek Ervaring met overheidsprojecten wordt door ons zeer gewaardeerd Java OCP-certificering of vergelijkbaar (NB: uitgebreide werkervaring weegt zwaarder dan certificeringen) Een T-shaped professional: breder inzetbaar dan alleen je kernexpertise Een afgeronde HBO/WO opleiding Uitstekende beheersing van de Nederlandse en Engelse taal Het bezit van een geldige werkstatus voor Nederland; een visum- of werkvergunning wordt niet gesponsordTechnische SkillsErvaring met frameworks en tools zoals onderstaande maakt ons blij: Spring, Spring Boot, Quarkus Jenkins, Jira, IntelliJ Confluence, GitLab, Bitbucket OpenShift (RedHat), Docker, Kubernetes AWS, Azure of GCP Database-ervaring met SQL, JPA, Oracle, MS SQL, MongoDB of CassandraJou weg naar een baan Telefonische/Virtuele kennismaking met een Recruiter 2e gesprek met een Business Unit Manager Een aanbod wat past bij jouw kennis en ervaringDit bieden wij Een vast contract vanaf dag één Een competitief salarispakket afgestemd op jouw ervaring -> wil je alvast een beeld hebben? Neem dan een kijkje naar onze salarismeter 28 vakantiedagen met de mogelijkheid om er 5 bij te kopen Hybride werken, je werkt 1 tot 2 dagen op kantoor bij de klant Een uitstekende pensioenregeling Flexibele mobiliteitsvergoeding voor auto, OV of fiets – of leaseauto Een cafetariaregeling voor aankopen die jou in je werk ondersteunen, denk aan een telefoon, laptop etc. (50% belastingvoordeel) Onbeperkt opleidingsbudget (We vergoeden alle opleidingen en trainingen die bijdragen aan jouw professionele ontwikkeling) Samenwerking met OpenUp: toegang tot gecertificeerde psychologen, workshops en ondersteuning voor jou en je familie Regelmatige teamevents en jaarlijkse internationale trips (We zijn al in Dublin, Mallorca en Lissabon geweest). Dit jaar gaan we naar Barcelona!,",https://fr.linkedin.com/company/astek?trk=public_jobs_jserp-result_job-search-card-subtitle,,nederland,hybrid,niet gespecificeerd,"Nederlands, Engels","spring, spring boot, quarkus, jenkins, jira, intellij, confluence, gitlab, bitbucket, openshift, docker, kubernetes, aws, azure, google cloud","SQL, JPA, Oracle, MS SQL, MongoDB, Cassandra",,,
2025-10-03,Java Software Engineer,ALTEN Nederland,"Apeldoorn, Gelderland, Netherlands",4310152938,https://nl.linkedin.com/jobs/view/java-software-engineer-at-alten-nederland-4310152938?position=5&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=nrhBarZQcvRO5DzLgVoBjA%3D%3D,"Senior Java Software Engineer – Apeldoorn – ALTEN NetherlandsThe PositionAs part of our growing team, we are looking for a skilled Java Software Engineer to join us in Apeldoorn and contribute to exciting, high-impact client projects across various industries.As a Java Engineer, your main tasks will include:Designing, developing, and maintaining high-quality software applications using JavaTranslating technical specifications into robust, efficient, and scalable codeIdentifying, analyzing, and solving complex technical issues with innovative solutionsEnsuring code quality through unit testing, code reviews, and best practicesCollaborating with cross-functional teams to deliver reliable and performant solutionsYour ProfileBachelor’s or Master’s degree (HBO/WO) in Computer Science, Software Engineering, or a related field5-8 years of professional experience with Java software developmentStrong analytical and problem-solving skills with the ability to handle complex challengesExcellent communication skills to engage with colleagues and clients at all levelsPositive mindset, proactive attitude, and eagerness to continuously learn and growFluent in English (spoken and written)Working ConditionsPermanent contractLease car with fuel cardPossibility of hybrid workingMonthly net expense allowance27 vacation days, with the option to purchase up to 10 extra vacation daysPension scheme with no personal contribution requiredWhy Join Us?Exciting Projects Across Industries: Contribute to innovative solutions in automotive, high-tech, transport, defence, and telecom sectorsDiverse Client Portfolio: Work with both global leaders and emerging innovatorsCareer Development: Access to continuous training, mentorship, and opportunities to attend leading industry eventsCollaborative Culture: Join a team-oriented environment that values innovation, knowledge-sharing, and personal growthAbout ALTENALTEN is a global leader in engineering and technology consulting, supporting top-tier clients in their innovation and R&D strategies. With over 57,000 employees across 30+ countries, we operate in sectors such as aerospace, automotive, telecom, finance, energy, and life sciences.ALTEN Netherlands is a key entity within the ALTEN Group, with offices in Eindhoven, Capelle aan den IJssel, Apeldoorn, Groningen, and Amstelveen. Our 550+ consultants deliver high-value Technology and IT solutions. For more than 20 years, we’ve contributed to impactful projects across industries, helping companies drive technological transformation.Ready for your next challenge?Apply now and bring your Java expertise to cutting-edge projects at ALTEN Netherlands!",https://nl.linkedin.com/company/alten-nederland?trk=public_jobs_jserp-result_job-search-card-subtitle,,apeldoorn,hybrid,Not specified,English,,Java,,english,
2025-10-13,Java Software Engineer,Us3 Consulting,Eindhoven Area,4314133223,https://nl.linkedin.com/jobs/view/java-software-engineer-at-us3-consulting-4314133223?position=6&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=ZlPxC7v%2BXvULzAaC1lsNZg%3D%3D,Main Responsibilities:Ensure all work adheres to the highest standards of security and employee privacy.Build new components to extend the Enterprise Content Management System (ECMS) using Angular 18 in a Federated Module style project.Continue developing the Backend for Frontend (BFF) API that connects frontend components with Unily REST and ASML Graph APIs.Support frontend developers with API integration.Contribute to frontend architecture decisions and continuous improvement.,https://nl.linkedin.com/company/us3-consulting?trk=public_jobs_jserp-result_job-search-card-subtitle,,eindhoven area,on-site,,"Angular, REST","enterprise content management system ecms, unily rest, asml graph apis","Frontend development, Backend development",,,
2025-10-11,Java Software Developer,Oracle,Netherlands,4239621763,https://nl.linkedin.com/jobs/view/java-software-developer-at-oracle-4239621763?position=7&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=Z8fXjEpi%2FWAtJvJn4YrpqA%3D%3D,"Job DescriptionAre you passionate about applying your software engineering skills to delivering solutions that matter? Oracle Health Insurance enables affordable and effective health insurance in many countries across the world. This Cloud based solution is engineered in several global locations, including the US, the Netherlands and India. We value a good work/life balance and offer flexibility in work hours and work location, including a hybrid work culture.For our team in Utrecht we are looking for a Java Software Developer to be part of our mission. Our challenge is to develop our highly scalable applications in such a way that customers can configure them for their country or specific needs. Join us and play an instrumental role in masterminding the software that has a truly global impact.ResponsibilitiesWhat We're Looking ForA passionate and experienced software engineer, shaping and contributing to the future of Oracle Health Insurance. Committed to the quality of the code and to the success of our customers.What You’ll DoYou will work in a team together with other Java engineers, product managers and testers. Your responsibilities will include:Designing new technical solutions for new functionalityDiagnosing and fixing issues, identifying and addressing root causesStriving for continuous improvements to our software and our processesCollaborating with other team members across the globeYou're a great fit for this role if you share these values and principlesOpen-mind for discussion and team collaborationSharing knowledge whenever possibleTaking pride in your work and having a desire to delight the customerTaking initiative, taking responsibility, and taking ownership of your projectsA self-starter who can take a bit of directional input and then drive projects autonomouslyExcellent communicator in both technical and non-technical contextsSkills RequiredAt least 5 years experience in Java/J2EE server side software development YExperience in several of these technologies: Oracle, SQL, JPA, Jenkins, Maven, Git, Coherence, Docker, Spring, JUnit, Mockito YStrong drive for code quality and maintainability YGreat analytical and problem-solving skills YFlexibility to work with geographically distributed teams YQualificationsUnderstanding of cloud-based distributed software applications PreferredCareer Level - IC2About UsAs a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s challenges. We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity.We know that true innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing an inclusive workforce that promotes opportunities for all.Oracle careers open the door to global opportunities where work-life balance flourishes. We offer competitive benefits based on parity and consistency and support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs.We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing accommodation-request_mb@oracle.com or by calling +1 888 404 2494 in the United States.Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law.",https://www.linkedin.com/company/oracle?trk=public_jobs_jserp-result_job-search-card-subtitle,,utrecht,hybrid,,"Java, SQL","oracle, jpa, jenkins, maven, git, coherence, docker, spring, junit, mockito",nan,,,"java, sql"
2025-10-09,Java Software Engineer,Fitexa,Amsterdam Area,4312141071,https://nl.linkedin.com/jobs/view/java-software-engineer-at-fitexa-4312141071?position=8&pageNum=3&refId=2Ok31mlpnA1PYlzTGzATlQ%3D%3D&trackingId=qN2y3L2K2fWjFXZJ52%2BezQ%3D%3D,"Are you an experienced Java Backend Engineer looking for your next long-term opportunity in Amsterdam? Our client is seeking a passionate and skilled developer to join their team and help build reliable, high-quality backend systems that power key business applications.What you’ll doDesign, develop, and maintain robust backend solutions using JavaCollaborate closely with cross-functional teams (frontend, DevOps, QA) to deliver scalable applicationsContribute to architectural discussions and technical decision-makingWrite clean, efficient, and testable code following best practicesParticipate in code reviews and continuous improvement initiativesWhat you bring5+ years of hands-on experience with Java backend developmentStrong understanding of APIs, microservices, and integration patternsExperience with frameworks such as Spring / Spring BootFamiliarity with CI/CD, RESTful services, and cloud environments (e.g., AWS, Azure, or GCP)Dutch speaking (required)Experience with Angular or React.js is a plus, but not mandatoryWhat’s offeredLong-term contract (no ZZP)Opportunity to work in a stable, collaborative environmentWork on impactful projects with a supportive and professional teamIf you’re passionate about backend development and ready for your next challenge, we’d love to hear from you!",https://nl.linkedin.com/company/fitexa?trk=public_jobs_jserp-result_job-search-card-subtitle,,amsterdam,on-site,full-time,"Java, Dutch","spring, spring boot","APIs, microservices, integration patterns, CI/CD, RESTful services, cloud environments",,dutch,java
